Name,Url,Description
Bosch PIM Setup,https://inside-docupedia.bosch.com/confluence/display/MOBDEV/iOS+Mobile+PIM+Configuration,CategoryId
BGN CC-NA,https://inside.bosch.com/irj/portal/?NavigationTarget=HLPFS%3A%2F%2Fwcms_rgam_Bosch_20GlobalNet%2Fwcms_rgam_02_20Organization%2Fwcms_rgam_Regional_20Subsidiaries_20RG%2Fwcms_rgam_RBNA%2Fwcms_rgam_Organization%2Fwcms_rgam_RBNADivisions%2Fwcms_rgam_CCNA%2Fwcms_rgam_CCNA_startpage&NavigationContext=HLPFS%3A%2F%2Fwcms_rgam_Bosch_20GlobalNet%2Fwcms_rgam_02_20Organization%2Fwcms_rgam_Regional_20Subsidiaries_20RG%2Fwcms_rgam_RBNA%2Fwcms_rgam_Organization%2Fwcms_rgam_RBNADivisions%2Fwcms_rgam_CCNA,CategoryId
Open Insider,http://openinsider.com/,CategoryId
SEC Filings,https://www.sec.gov/edgar/searchedgar/companysearch.html,CategoryId
Southeast Michigan Startups,http://semichiganstartup.com/companies/?page=all,CategoryId
Michael Moritz VC,https://www.entrepreneur.com/video/277124,CategoryId
Ctools,https://weblogin.umich.edu/?cosign-ctools&https://ctools.umich.edu/sakai-login-tool/container,CategoryId
USPTO Patent Database,http://patft.uspto.gov/netahtml/PTO/search-adv.htm,CategoryId
Asana,https://app.asana.com/,CategoryId
Startup - Startup Garage,http://www.a2startupgarage.com/,CategoryId
Startup - Rise of the Rest,https://www.riseofrest.com/blog/the-ann-arbor-detroit-start-up-connection/,CategoryId
Startup - Tech Brewery,https://www.techbrewery.org/,CategoryId
Startup - Ann Arbor Spark,http://www.annarborusa.org/start-here/incubator-network,CategoryId
Startup - Values in a Co-founder,http://thedec.co/2015/09/four-key-values-to-look-for-in-a-co-founder/?gclid=Cj0KCQjw09zOBRCqARIsAH8XF1bTUUPO2DtBI6c9sBbbuRarj4e8NlRh6nOCd4w0Ol-aeMjTTSCIapIaAkSXEALw_wcB,CategoryId
Startup - Pitch Club,https://www.eventbrite.com/e/pitch-club-ann-arbor-tickets-37765075357?aff=es2,CategoryId
Startup - Finding a Co-founder,https://www.entrepreneur.com/article/244259,CategoryId
Startup - Ann Arbor Events,https://www.eventbrite.com/d/mi--ann-arbor/startup-event/,CategoryId
Water Softener,http://www.sears.com/kenmore-high-efficiency-water-softener/p-04238300000P?rrec=true,CategoryId
House Utilities - DTE Energy,https://www.newlook.dteenergy.com/wps/wcm/connect/dte-web/login,CategoryId
House Utilities - Consumers,https://www.consumersenergy.com/login,CategoryId
Startup - Kyyba Accelerator,http://kyybaxcelerator.com/,CategoryId
Startups - MVCA,https://michiganvca.org/,CategoryId
Living As a Leader,http://www.livingasaleader.com/blog/main/48/How_to_Prepare_Yourself_for_a_Leadership_Role.aspx?contactid=IC6DR0QJ9T,CategoryId
AngelList,https://angel.co/,CategoryId
TPD1 Docupedia,https://inside-docupedia.bosch.com/confluence/display/TPD1,CategoryId
Smart Recruiters - My Profile,https://my.smartrecruiters.com/api/sign-in?token=edbff421-800b-4eda-8ffb-e66b9ff2243d&application=d3868d97-cdd1-46ee-b6f4-5e0ee1dc6445&utm_source=autoreply,CategoryId
Golf Trophy Tag,https://www.etsy.com/listing/1061625095/custom-circle-tag-for-handmade-items?gpla=1&gao=1&variation0=2150153496,CategoryId
House Utilities - Water,https://www.lyontwp.org/,CategoryId
RBNA Innovation Page,https://connect.bosch.com/communities/service/html/communitystart?communityUuid=730c3bce-ae52-481e-81f1-93aea16828d7,CategoryId
Collab Room Setup,https://inside.bosch.com/irj/portal?NavigationTarget=navurl://a6992df13ba1bd810b2ae1b9a2b82b6d&ExecuteLocally=true&NavPathUpdate=true,CategoryId
Collab Room Setup 2,https://inside.bosch.com/irj/portal?NavigationTarget=navurl://128495d36c3e836e4cb6bfdbc64b0a27&ExecuteLocally=true&NavPathUpdate=true,CategoryId
Bosch Connect,https://connect.bosch.com/homepage/web/updates/#myStream/imFollowing/all,CategoryId
Pool Cars,https://inside.bosch.com/irj/portal/?NavigationTarget=HLPFS://wcms_rgam_Bosch_20GlobalNet/wcms_rgam_02_20Organization/wcms_rgam_Regional_20Subsidiaries_20RG/wcms_rgam_RBNA/wcms_rgam_Organization/wcms_rgam_RBNACorporateFunctions/wcms_rgam_RBNA_TER/wcms_rgam_02_xxxx_organization_8/wcms_rgam_RBNA_FCM/wcms_rgam_RBNA_FCM_Organization-https://inside-ws.bosch.com/FIRSTspiritWeb/wcms/wcms_rgam/en/bosch_globalnet/02_organization/regional_subsidiaries_rg/rbna/organization/rbnacorporatefunctions/rbna_ter/02_xxxx_organization_8/rbna_fcm/rbna_fcm_organization/Pool_Vehicles.html&NavigationContext=HLPFS://wcms_rgam_Bosch_20GlobalNet/wcms_rgam_02_20Organization/wcms_rgam_Regional_20Subsidiaries_20RG/wcms_rgam_RBNA/wcms_rgam_Organization/wcms_rgam_RBNACorporateFunctions/wcms_rgam_RBNA_TER/wcms_rgam_02_xxxx_organization_8/wcms_rgam_RBNA_FCM/wcms_rgam_RBNA_FCM_Organization,CategoryId
Building Map Ply,https://inside-ws.bosch.com/FIRSTspiritWeb/wcms/wcms_rgam/media/rbna/prep_organization/PLY-Building-Map.pdf,CategoryId
Building Map Fh,https://inside-ws.bosch.com/FIRSTspiritWeb/wcms/wcms_rgam/media/rbna/prep_organization/FH-Building-Map.pdf,CategoryId
GSIS BGN,https://inside.bosch.com/irj/portal/?NavigationTarget=HLPFS://wcms_gs_Bosch_20GlobalNet/wcms_gs_02_20Organization/wcms_gs_Automotive_20Technology_20UBK/wcms_gs_GS/wcms_gs_Organization/wcms_gs_IT_and_Data_Security/wcms_gs_GS_ICO/wcms_gs_Organization_GS_ICO/wcms_gs_GS_ICO3_2/wcms_gs_topics_gs_ico1_1/wcms_gs_GS_IS_1/wcms_gs_about_gs_is&NavigationContext=HLPFS://wcms_gs_Bosch_20GlobalNet/wcms_gs_02_20Organization/wcms_gs_Automotive_20Technology_20UBK/wcms_gs_GS/wcms_gs_Organization/wcms_gs_IT_and_Data_Security/wcms_gs_GS_ICO/wcms_gs_Organization_GS_ICO/wcms_gs_GS_ICO3_2/wcms_gs_topics_gs_ico1_1/wcms_gs_GS_IS_1,CategoryId
GSIS Login,http://www.intranet.bosch.com/app/epc/GSIS/GSIS_AutoLogin_EN.htm,CategoryId
Bosch Ply Ping Pong,https://connect.bosch.com/communities/service/html/communitystart?communityUuid=5e4b3c6c-9db7-46a8-bd1f-db16723783e3,CategoryId
Bosch Media Space,http://www.bosch-mediaspace.com/mediaspace/,CategoryId
eSignature,https://rb-wam.bosch.com/workon01/workflow01/plugins/servlet/redir/create/EUU/euu.issuetype.eUU,CategoryId
CCNA Connect Page,https://connect.bosch.com/communities/service/html/communityview?communityUuid=17b84b37-22a8-42be-8588-f15e6268a73a#fullpageWidgetId=Wf32ac231f956_4b31_bea4_226ed4e541f8,CategoryId
HR Global,https://portal.bosch.com/launch/app/86,CategoryId
Bosch EBL,https://bosch.eblib.com/patron/Login.aspx,CategoryId
RBNA Innovation,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/W4efdd86f3152_4d22_9ff0_21bed12d6003/page/Finding%20a%20Landing%20Place,CategoryId
RBNA ETC Center,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/W463216c99129_4f38_a13d_945c46cc8e48/page/ETC%20Organization,CategoryId
RBNA Service Catalog,http://rb-servicecatalog.apps.intranet.bosch.com/,CategoryId
RBNA Innovation Concepts,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/W4efdd86f3152_4d22_9ff0_21bed12d6003/page/Workshop%20Educational%20Material,CategoryId
3D Lab Scott Smith Folder,\\Ply2fs03\gs-emp5-na$\Create_a_New_Folder_In_Here_and_Add_files,CategoryId
Email Quota Increase Request,http://rb-msx-reports.de.bosch.com/MBXQuotaSelfService/,CategoryId
Bosch Silkroad,https://bosch.silkroad.com/eprise/local/SystemPages/PasswordChangeEmail?PWDCHREQTOK=6f28b6c5047434c5808897181a97cd3c2823330be73eeed6e48b5bbc87db980c&p=992&referer=https%3a%2f%2fbosch.silkroad.com%3a443%2frcng%2f,CategoryId
WorkOn,https://rb-wam.bosch.com/workon01/workflow03/secure/BoschIssueNavigator.jspa?pid=10720&type=209&mode=hide&requestId=platform_platform5,CategoryId
Golf Outing Pics,\\bosch.com\dfsrb\DfsUS\loc\Ply\ILM\Common\Plymouth_Team_Spirit\Golf_Outings,CategoryId
Bosch Data Exchange,https://inside-docupedia.bosch.com/confluence/display/NGW/Data+Exchange,CategoryId
Expense Reports,https://inside-docupedia.bosch.com/confluence/display/ECUSWDEV/10+BEG-NA+Employee+Handbook#id-10BEG-NAEmployeeHandbook-TravelandExpenses,CategoryId
TalentHub - Jobs Internal,https://www.smartrecruiters.com/app/internal-mobility,CategoryId
Expense Reports - New Version,https://inside.bosch.com/irj/portal/fiori#HR_NA_MyTravelExpense-manage&/viewExpense/TravelAndExpenseHeaders('620592391000694231_____'),CategoryId
URS Folder Access,https://rb-urs.bosch.com,CategoryId
Bosch Tube,https://tube.video.bosch.com/channels,CategoryId
Skype Wiki,https://inside-docupedia.bosch.com/confluence/display/NGW/Video+Telephony,CategoryId
Bosch Quality Wiki,https://connect.bosch.com/wikis/home?lang=de-de#!/wiki/W659bd952f8ae_4eab_981a_d6cb2398c04f/page/OUR%20Q-MINDSET%20%E2%80%93%20The%20Bosch%20Quality%20Principles,CategoryId
BMSN Portal,https://rb-wam.bosch.com/bexs2/,CategoryId
TalentHub,https://inside.bosch.com/irj/portal?NavigationTarget=navurl://24c3fdef8dd3a91fcb28d4e1851b4d1f,CategoryId
IT Workplace Toolkit,C:\Program Files\BOSCH\CMST\CMST.exe,CategoryId
Bosch TrustCenter,https://inside.bosch.com/irj/portal/?NavigationTarget=HLPFS://wcms_ci_Bosch_20GlobalNet/wcms_ci_02_20Organization/wcms_ci_Corporate_20Functions/wcms_ci_CI/wcms_ci_topics-https://inside-ws.bosch.com/FIRSTspiritWeb/wcms/wcms_ci/en/bosch_globalnet/02_organization/corporate_functions/ci/topics/topic_xy_72.html&NavigationContext=HLPFS://wcms_ci_Bosch_20GlobalNet/wcms_ci_02_20Organization/wcms_ci_Corporate_20Functions/wcms_ci_CI/wcms_ci_topics,CategoryId
Sample Price Catalog,https://app.powerbi.com/groups/me/apps/a9d1e836-615d-48d4-8fe1-fa8c32e47dc6/reports/e6b3cfa5-3192-4393-bca3-68e1a7cd90bf/ReportSection825efced665deae88a53?ctid=0ae51e19-07c8-4e4b-bb6d-648ee58410f4,CategoryId
Samos Sample Catalog,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/Wfc004f222935_425b_8fcd_b2ad1940d040/page/Standards,CategoryId
Samos Ordering Tool,https://rb-wam.bosch.com/esamos/#/dashboard,CategoryId
NEV Top Level,https://sites.inside-share.bosch.com/sites/010534/Documents/Forms/test12.aspx,CategoryId
BUs - AS - Training,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/W7b104f08eaee_4274_8a2a_c52ef564fada/page/Modular%20brake%20systems-%20General%20information,CategoryId
CNA TnR,https://rb-tracker.bosch.com/tracker01/issues/?filter=79039,CategoryId
Tesla - Sales Project Folder,\\bosch.com\dfsrb\DfsUS\DIV\CC\Prj\Customer\Tesla\10_AS,CategoryId
BUs - AS - PRM Sharepoint,https://sites.inside-share.bosch.com/sites/088311/Documents/Forms/Revision%20Set.aspx,CategoryId
BUs - AT - Training,https://tube.video.bosch.com/channel/Actuation%2Bvideo%2Btrainings/1278,CategoryId
BUs - DA - Training,https://inside-ws.bosch.com/FIRSTspiritWeb/wcms/wcms_ccda_salesinfoportal/en/presentation_topics/presentation_topics.html,CategoryId
ePC2.0 Tool,https://rb-cc-solution.wam-sso.bosch.com/apex/f?p=1200:1:6841904763435:::::,CategoryId
iGPM - Learning Space,https://rb-boschlearningspace.bosch.com/accelerator/dispatch.do?node=11440&reset_view=true&usecase=deeplink_portal_embedded&view=courses&selected_view=courses&preview=false,CategoryId
Lead AM Sharepoint,https://sites.inside-share.bosch.com/sites/048720/default.aspx,CategoryId
Market Reports,\\bosch.com\dfsrb\DfsUS\DIV\CC\Controlling\Financial\Sharepoint_with_Sales_team\Market_Report,CategoryId
Race Wiki,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/Wb7721dbaed64_41ab_af19_1f78d034e32d/page/Trainings%20and%20Info%20Material,CategoryId
Sales & Marketing Wiki,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/W23f773d79778_443e_9012_29688bf4af4c/page/Our%20Target%20Groups%20%40CC%20Sales%20%26%20Marketing,CategoryId
Sales Coordination Folder,\\bosch.com\dfsrb\DfsDE\DIV\CS\DE_CS$\General_Info\Sales_Coordination\14_RMI\Tool_and_Report,CategoryId
Sales Process,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/W23f773d79778_443e_9012_29688bf4af4c/page/CC%20Sales%20Process,CategoryId
BUs - PS Sharepoint,https://sites.inside-share.bosch.com/sites/040524/default.aspx,CategoryId
CNA Sharepoint #1,https://sites.inside-share3.bosch.com/sites/102530/default.aspx,CategoryId
Samos Reference Table,https://rb-wam.bosch.com/reftable/pages/display/refSearch.seam,CategoryId
VPZ Visualization,https://rb-powerbi-q.bosch.com/Reports/powerbi/Production/VPZ219NAMMBL10152019_57798_abfac658?rs:embed=true,CategoryId
Signature Rules,https://connect.bosch.com/communities/service/html/communityview?communityUuid=17b84b37-22a8-42be-8588-f15e6268a73a#fullpageWidgetId=Wf32ac231f956_4b31_bea4_226ed4e541f8&file=910bb985-ec73-4d95-a208-ffff907271d7,CategoryId
NEV Customers,https://sites.inside-share4.bosch.com/sites/010534/Documents/Forms/test12.aspx?RootFolder=/sites/010534/Documents/1%20-%20Customers,CategoryId
eSamos,https://rb-wam.bosch.com/esamos/#/dashboard,CategoryId
ePC2.0 Help Page,https://inside-docupedia.bosch.com/confluence/display/160960/ePC2.0+Product+Data,CategoryId
IncoTerms Online,https://freighthub.com/en/blog/incoterms-and-when-to-use-which-one/,CategoryId
BUs - AS/AT - Training,\\bosch.com\dfsrb\DfsDE\DIV\CS\DE_CS$\General_Info\CC-Sales\Marketing_CC\03_Info_CC\20_Intranet\02_Active_Safety\02_06_New_Braking_Systems\02_06_7_iBooster,CategoryId
Weekly Sales Reports,\\bosch.com\dfsrb\DfsDE\DIV\CS\DE_CS$\General_Info\Sales\03_Weekly_Sales_Reports,CategoryId
Sample Community,https://connect.bosch.com/communities/service/html/communitystart?communityUuid=002f3e97-c569-49e4-b02b-edd7e99bde39,CategoryId
Sales Controlling Folder,\\bosch.com\dfsrb\DfsUS\DIV\CC\Cross\Sales_Controlling,CategoryId
PMO Best Practices,\\bosch.com\dfsrb\DfsUS\DIV\CC\Sales\Proj_Mangement_Office\PjM_Best_Practices,CategoryId
ISAC Data,\\bosch.com\dfsrb\DfsUS\DIV\CC\Sales\Sales_NA\007_CM_Topics\01_KPI\01_AcT_ISAC,CategoryId
RB General T&Cs,https://sites.inside-share.bosch.com/sites/010534/Documents/0%20-%20Internal%20WCC%20Team%20Docs/RBUS%20TCs%20Automotive_CLEAN_22oct2019.pdf,CategoryId
All - VPZ Data,\\bosch.com\dfsrb\DfsUS\DIV\CC\Sales\Sales_NA\007_CM_Topics\02_Planning\04_VPZ\VPZ_20_I\Final_checks,CategoryId
iGPM MCR Docupedia,https://inside-docupedia.bosch.com/confluence/display/iGPMMCRCC/iGPM+MCR+@+CC+Home,CategoryId
CC - Sales NA TnR Change,https://rb-tracker.bosch.com/tracker03/browse/JRA-89705,CategoryId
CC - Sales TnR Fields Table,https://rb-tracker.bosch.com/tracker01/secure/ConfigureReport.jspa?selectedProjectId=46013&reportKey=com.bosch.jira.rb-jira-util%3Acustomfield-report&atl_token=AFPV-R5J3-EV2B-7LM2_2b62dd8b5d095b5a4e71e0cddeb05d4bca54aaa9_lin&Next=Next,CategoryId
BUs - DA Sales Portal,https://inside-ws.bosch.com/FIRSTspiritWeb/wcms/wcms_ccda_salesinfoportal/en/meetings/sales_telcon_2020/sales_telcon_2020.html,CategoryId
Damodaran,http://pages.stern.nyu.edu/~adamodar/,CategoryId
Dividends - Simply Safe,http://www.simplysafedividends.com/dividend-aristocrats/,CategoryId
Dividends - Sure Dividend,http://www.suredividend.com/dividend-aristocrats-list/?gclid=Cj0KEQjwnsPGBRDo4c6RqK-Oqu8BEiQAwNviCbZjn9YjyO2owtdFtjGUyc-ZBjHJZr7be4sgZ4ngoyAaAhpt8P8HAQ,CategoryId
ValueWalk,http://www.valuewalk.com/,CategoryId
finbox.io,https://finbox.io/,CategoryId
Bitcoin - Bitcoin.com,http://bitcoin.com,CategoryId
Simply Wall Street,https://simplywall.st/user/views/157/popular-view,CategoryId
Merrill Edge,https://olui2.fs.ml.com/TFPSummary/PortfolioSimpleView.aspx,CategoryId
Dataroma,https://www.dataroma.com/m/home.php,CategoryId
Virgin Pulse Health Login,https://iam.virginpulse.com/auth/realms/virginpulse/protocol/openid-connect/auth?client_id=genesis-ui&redirect_uri=https%3A%2F%2Fapp.member.virginpulse.com%2F&state=815de08c-0b84-491c-bb39-d0bcf4427fa3&nonce=c2564086-7ba6-485f-885b-975b75f047b8&response_mode=fragment&response_type=code&scope=openid,CategoryId
Bosch Health Mercer Login,https://auth.mercer.com/rbcdfl/login,CategoryId
Best Buy Credit Card,https://citiretailservices.citibankonline.com/RSnextgen/svc/launch/index.action?siteId=PLCN_BESTBUY&langId=en_US#signoff,CategoryId
Fidelity Net Benefits,https://nb.fidelity.com/public/nb/default/home,CategoryId
Bitcoin - BitNodes,https://bitnodes.io/,CategoryId
Bitcoin - BlockChair,https://blockchair.com/charts,CategoryId
Bitcoin - CoinGecko,https://www.coingecko.com/en/coins/bitcoin,CategoryId
Bitcoin - CoinDance,https://coin.dance/stats,CategoryId
Bitcoin - LearnMeBitcoin,https://learnmeabitcoin.com/technical/,CategoryId
Bitcoin - Digitalik Data,https://digitalik.net/btc/,CategoryId
Finance H-drive Folder,\\Ply2fs01\rrj3fh$\rrj3fh\03 Files\04_Finance,CategoryId
SCP-NA Monthly Prognosis,https://connect.bosch.com/wikis/home?lang=en-us#!/wiki/Wd74f60365649_4033_8515_bd5df1898781/page/Monthly%20Prognosis,CategoryId
Acq Instruments,https://connect.bosch.com/wikis/home?lang=en#!/wiki/W922e5cf7bcdf_4c70_8810_26baae05b1bd/page/Sales%20Instruments,CategoryId
SBF WorkOn Form,https://rb-wam.bosch.com/workon01/workflow03/secure/CreateIssue.jspa?pid=10720&issuetype=209,CategoryId
HC and Budget,\\bosch.com\dfsrb\DfsDE\DIV\CS\DE_CS$\General_Info\CC-Controlling\02_HC_and_Budget,CategoryId
SBF Open Items,https://rb-wam.bosch.com/workon01/workflow03/secure/BoschIssueNavigator.jspa?pid=10720&reset=true&sorter/field=issuekey&sorter/order=DESC&type=209,CategoryId
BBM Tier Community,https://connect.bosch.com/wikis/home?lang=de-de#!/wiki/W31b7ae28cf8c_4541_90c3_3b39411b9bc2/page/Global%20Community%20Call,CategoryId
SBF DRAS,https://dras.inside.bosch.cloud,CategoryId
CNA Sales DB Folder,\\si02fs32.de.bosch.com\intranet-app$\CnaSalesDatabase,CategoryId
Exchange Rates,https://inside.bosch.com/irj/portal/?NavigationTarget=HLPFS://wcms_corpfunc_Bosch_20GlobalNet/wcms_corpfunc_02_20Organization/wcms_corpfunc_corporate_functions/wcms_corpfunc_c_fi/wcms_corpfunc_organization_303/wcms_corpfunc_c_fif/wcms_corpfunc_organization__17/wcms_corpfunc_c_fif_ty/wcms_corpfunc_topics__5-https://inside-ws.bosch.com/FIRSTspiritWeb/wcms/wcms_corpfunc/en/bosch_globalnet/02_organization/corporate_functions/c_fi/organization_303/c_fif/organization__17/c_fif_ty/topics__5/topics__34.html&NavigationContext=HLPFS://wcms_corpfunc_Bosch_20GlobalNet/wcms_corpfunc_02_20Organization/wcms_corpfunc_corporate_functions/wcms_corpfunc_c_fi/wcms_corpfunc_organization_303/wcms_corpfunc_c_fif/wcms_corpfunc_organization__17/wcms_corpfunc_c_fif_ty/wcms_corpfunc_topics__5,CategoryId
URS Inbox,https://rb-urm.bosch.com/inbox,CategoryId
Sensor PCM Team,https://inside.bosch.com/irj/portal/?NavigationTarget=HLPFS://wcms_rgeu_Bosch_20GlobalNet/wcms_rgeu_02_20Organization/wcms_rgeu_Regional_20Subsidiaries_20RG/wcms_rgeu_rbhu_1/wcms_rgeu_rbhu_organization/wcms_rgeu_rbhu_divisions/wcms_rgeu_rbhuecb_1/wcms_rgeu_ae_ne_hu/wcms_rgeu_AE_ESI_Bp_2/wcms_rgeu_Organization_48/wcms_rgeu_AE_ESI_P_Bp,CategoryId
BUs - PS Airbag Eng Folder,\\bosch.com\dfsrb\DfsUS\DIV\CC\Prj\PS\Airbag\Department\BUDGET_TRACKING,CategoryId
BUs - OSS Acq Folder,\\bosch.com\dfsrb\DfsDE\DIV\CS\DE_CS$\Prj\PS\Projects\Acquisition\AcqPrj,CategoryId
CC - ProLib,http://abt-prolib.de.bosch.com:8080/pkit/main.jsp,CategoryId
CNA Sales App (test-app),https://rb-testapp.de.bosch.com/APP/CnaSalesDatabase/login,CategoryId
CNA Sharepoint #2,https://sites.inside-share.bosch.com/sites/159743/Documents/Forms/AllItems.aspx,CategoryId
Acq Business Process (CC),https://connect.bosch.com/communities/service/html/communityoverview?communityUuid=034e6a12-83df-4d12-9353-6b3c40bb3694,CategoryId
Desktop Folder,C:\Users\rrj3fh\Desktop\,CategoryId
RoderServer,\\RoderServer\data,CategoryId
Links Manager Folder,\\Ply2fs01\rrj3fh$\rrj3fh\03 Files\00_LinksManager,CategoryId
Training,\\Ply2fs01\rrj3fh$\rrj3fh\03 Files\20_Trainings,CategoryId
Fleetio (BEG Pool Cars),https://secure.fleetio.com/users/sign_in,CategoryId
Trophy Tags,https://www.etsy.com/cart,CategoryId
iGPM Web Overview,https://rb-wam.bosch.com/mds-pro-fe/overview,CategoryId
BBMSP Volumes,https://app.powerbi.com/groups/me/reports/5e109ee9-290a-4b44-b846-41eb082b280c/ReportSection?ctid=0ae51e19-07c8-4e4b-bb6d-648ee58410f4,CategoryId
iGPM PID Pro,https://rb-wam.bosch.com/pid-pro-fe/overview,CategoryId
CNA Sales App,https://www.intranet.bosch.com/APP/CnaSalesDatabase/login,CategoryId
CNA Managers Folder,\\bosch.com\dfsrb\DfsUS\loc\Ply\CC\Sales\CNA\CNA-Managers,CategoryId
iGPM PN Maintenance,https://rb-wam.bosch.com/mds-pro-fe/pn-maintenance,CategoryId
My HR,https://inside-ws.bosch.com/myhr/en/startpage,CategoryId
Town Sq (hoa),https://app.townsq.io/login,CategoryId
Cost Center Planning,https://nais.us.bosch.com/ccpt/costcenter/360/3001/cs,CategoryId
AMA Repository,\\bosch.com\dfsrb\DfsDE\LOC\Rt\AE\scs\products\sensors\9_AgileTeams\01_MobilitySensors\01_AMACall,CategoryId
Mr Cooper Mortgage,https://account.mrcooper.com/ed04d0f3-eba1-467f-91e7-52505132554c/oauth2/v2.0/authorize?p=B2C_1A_SignUpOrSignIn&client_id=2a694b91-5631-4fe1-9039-775a23b420c8&nonce=defaultNonce&redirect_uri=https://www.mrcooper.com/sessions/login&scope=openid&response_type=id_token&response_mode=form_post&pageName=&guid=c907e847-85fd-4852-9729-f166aa9f2b80&ga_client_id=&session_id=bcbd8eeb63dcfd3fbdc4b1a417a8737e&&getCustomer=no&state={%22redirect%22:null}&x-client-SKU=apollo-accounts-mrcooper,CategoryId
Listen On Repeat,https://listenonrepeat.com,CategoryId
Bank of America,http://www.bankofamerica.com,CategoryId
Google Finance,http://www.google.com/finance/portfolio?action=view&pid=1,CategoryId
US Bank,https://access.usbank.com/cpsApp1/index.jsp,CategoryId
iBenefits,https://ibenefitcenter2.mercerhrs.com/login.tpz?reason=UserLogout,CategoryId
MSUFCU,http://www.msufcu.com,CategoryId
iBenefits - Plan Information,https://ibenefitcenter2.mercerhrs.com/ResourceCenterPlanInfo.tpz,CategoryId
Bosch 401k vs. Roth 401K info,https://dcaccounts.mercerhrs.com/institutional_shared/html/enrollment/401k_learnmore.htm,CategoryId
Fidelity,https://www.fidelity.com/,CategoryId
Y-charts BRK-B P/B,https://ycharts.com/companies/BRK.A/price_to_book_value,CategoryId
Benefits Wallet,https://www.mybenefitwallet.com/,CategoryId
iGPM PID Link,https://rb-wam.bosch.com/pid-pro-fe/overview/329201,CategoryId
Art of Manliness,http://www.artofmanliness.com,CategoryId
Flag Football Link,http://legacycenter.maxgalaxy.net/BrowseLeagues.aspx?LeagueFilter=18+8,CategoryId
Golf Leagure Tracker,https://www.golfleaguetracker.com/glthome/league/,CategoryId
MIT Willingness To Pay,http://miter.mit.edu/articlethree-failures-willingness-pay/,CategoryId
Move in Michigan,http://www.moveinmichigan.com,CategoryId
Mp3 Editor Online,http://www.wincreator.com,CategoryId
Paul Minors Book Reviews,https://paulminors.com/resources/book-summaries/download/,CategoryId
SCOR Method for Wedges,http://www.scorgolf.com/content/SCOR-Method.pdf,CategoryId
Scoring Skills Golf,http://www.scoringskillsgolf.com/,CategoryId
Windows Shortcuts,http://www.pcworld.com/article/2012885/20-must-know-windows-8-tips-and-tricks.html,CategoryId
SCS 1 Root,\\BOSCH.COM\DfsRB\DfsUS\loc\Ply\ILM\Dept\AE_SCS_NA,CategoryId
